title,company,location,link,logo,search_keywords,search_location
Stage IA – Data Science / Cohérence des Données,Aubay,"Boulogne-Billancourt, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ia-%E2%80%93-data-science-coh%C3%A9rence-des-donn%C3%A9es-at-aubay-4302656258,https://media.licdn.com/dms/image/v2/C4D0BAQG5UZ9zudc09Q/company-logo_100_100/company-logo_100_100/0/1642171379742/aubay_logo?e=2147483647&v=beta&t=MKYw_j9YCUtqPbtuFKh20rnqOGiEpOf1tKAziIsRruc,stage science des données,France
Stage (F/H) : Caractérisation de la peau in vivo pour l’étude de l’effet du vieillissement,LVMH RECHERCHE,"Saint-Jean-de-Braye, Centre-Val de Loire, France",https://fr.linkedin.com/jobs/view/stage-f-h-caract%C3%A9risation-de-la-peau-in-vivo-pour-l%E2%80%99%C3%A9tude-de-l%E2%80%99effet-du-vieillissement-at-lvmh-recherche-4316757262,https://media.licdn.com/dms/image/v2/D4E0BAQEBObz-ajxCUA/company-logo_100_100/company-logo_100_100/0/1697611501321/lvmh_recherche_logo?e=2147483647&v=beta&t=6YOpjQJydWMMjwdHAA9Y5GGz9p7Ri_-_IcD9tgxwubI,stage science des données,France
Stagiaire Data Scientist,FretBay,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stagiaire-data-scientist-at-fretbay-4156119766,https://media.licdn.com/dms/image/v2/C4D0BAQEu1YqzeWPI9Q/company-logo_100_100/company-logo_100_100/0/1630525506823/fretbay_logo?e=2147483647&v=beta&t=RWpy7Uoc-Bzk3FajJhkcI4203AFtO5w7YKG3Biktegg,stage science des données,France
Stage – Assistant.e IA & Data Science (H/F/X) - Octobre 2025,CHANEL,"Neuilly-sur-Seine, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-%E2%80%93-assistant-e-ia-data-science-h-f-x-octobre-2025-at-chanel-4203538132,https://media.licdn.com/dms/image/v2/D4E0BAQG8McncY68a0g/company-logo_100_100/company-logo_100_100/0/1729097379577?e=2147483647&v=beta&t=Y0RdERS2w4KwoixwmgBabzXW8TrZZMSQRkSt84_VRqk,stage science des données,France
STAGE – DATA SCIENTIST – JANVIER 2026,Parfums Christian Dior,"Neuilly-sur-Seine, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-%E2%80%93-data-scientist-%E2%80%93-janvier-2026-at-parfums-christian-dior-4289929837,https://media.licdn.com/dms/image/v2/C4E0BAQH5vg_hGc0meg/company-logo_100_100/company-logo_100_100/0/1630567808861/parfums_christian_dior_logo?e=2147483647&v=beta&t=neV5OzXhHKOFBpW-3Z6F-EV5BktqeudEdj7Zw4Kwu3c,stage science des données,France
Stage de fin d’études Consultant(e) Data Science & IA,Sia,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-de-fin-d%E2%80%99%C3%A9tudes-consultant-e-data-science-ia-at-sia-4313983662,https://media.licdn.com/dms/image/v2/D4E0BAQFV-HsSw3lYlg/company-logo_100_100/company-logo_100_100/0/1737563199089/sia_partners_logo?e=2147483647&v=beta&t=iqcL_fq4KldnQwUZgnRu_8gDwA401jRc-XQiZS0qkTI,stage science des données,France
Stage Data science - R&D en Systèmes de Recommandation,pass Culture,Greater Paris Metropolitan Region,https://fr.linkedin.com/jobs/view/stage-data-science-r-d-en-syst%C3%A8mes-de-recommandation-at-pass-culture-4291564548,https://media.licdn.com/dms/image/v2/D4E0BAQFqvMjNQ468yg/company-logo_100_100/company-logo_100_100/0/1666000495705/pass_culture_logo?e=2147483647&v=beta&t=wOyWSX3AJQ6n3RK06SGS4m-cczZEbOgjrltZD0pk4JI,stage science des données,France
Stage - Data Scientist Expérimentations IA Retail (H/F),Hermès,"Pantin, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-exp%C3%A9rimentations-ia-retail-h-f-at-herm%C3%A8s-4304249209,https://media.licdn.com/dms/image/v2/C4E0BAQEEwTOnwK5sGA/company-logo_100_100/company-logo_100_100/0/1630598689086/hermes_group_logo?e=2147483647&v=beta&t=erRmDzC8cF_t1J-L0ANNQsjmY0sfptnarv5NuqBpEQ8,stage science des données,France
STAGE - DATA SCIENCE MODÉLISATION DES INDICATEURS DE PERFORMANCE COSMÉTIQUE H/F,CHANEL,"Pantin, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-science-mod%C3%A9lisation-des-indicateurs-de-performance-cosm%C3%A9tique-h-f-at-chanel-4309760672,https://media.licdn.com/dms/image/v2/D4E0BAQG8McncY68a0g/company-logo_100_100/company-logo_100_100/0/1729097379577?e=2147483647&v=beta&t=Y0RdERS2w4KwoixwmgBabzXW8TrZZMSQRkSt84_VRqk,stage science des données,France
STAGE - Ingénieur de recherche en Machine learning (F/H),Dassault Systèmes,"Biot, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-de-recherche-en-machine-learning-f-h-at-dassault-syst%C3%A8mes-4298925047,https://media.licdn.com/dms/image/v2/C560BAQHroRzeNTva6Q/company-logo_100_100/company-logo_100_100/0/1631330934922?e=2147483647&v=beta&t=Y_LaLgUh3t_AY4PloiAtAbGGfEr2fGl7C4_RBhQ7Vok,stage science des données,France
Stage Ingénieur IA / ML engineer F/H (DSI/FAB),RATPgroup,Greater Paris Metropolitan Region,https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-ia-ml-engineer-f-h-dsi-fab-at-ratpgroup-4306502729,https://media.licdn.com/dms/image/v2/D4E0BAQG8xg2TYfIxDg/company-logo_100_100/B4EZbnc84oHkAU-/0/1747639848885/ratp_logo?e=2147483647&v=beta&t=B0B9BcI1bL7wj3fdOH-947LSyf09nI_yJ-8c-_GKpNw,stage science des données,France
Machine Learning Engineer  (H/F) | Stage,DataScientest.com,"Puteaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/machine-learning-engineer-h-f-stage-at-datascientest-com-4275218167,https://media.licdn.com/dms/image/v2/C4D0BAQFMY6ii33onkg/company-logo_100_100/company-logo_100_100/0/1635173541364/datascientest_logo?e=2147483647&v=beta&t=EP_8ZY-0TxSz-yvqbU_OrcipG3hjRDAJPFmBBK098sc,stage science des données,France
Consultant.e en Intelligence Artificielle (Stage de fin d'études),Wavestone,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/consultant-e-en-intelligence-artificielle-stage-de-fin-d-%C3%A9tudes-at-wavestone-4276976257,https://media.licdn.com/dms/image/v2/D4E0BAQFyqb85NQkquw/company-logo_100_100/company-logo_100_100/0/1724759903350/wavestone_logo?e=2147483647&v=beta&t=W6J2HyilAYBczm27yfZ4kPnfscwYJ0ldonQApVY6og8,stage science des données,France
CS26 - Stage - Bac+5 - Data Scientist (H/F),Renault Group,"Guyancourt, Île-de-France, France",https://fr.linkedin.com/jobs/view/cs26-stage-bac%2B5-data-scientist-h-f-at-renault-group-4316973068,https://media.licdn.com/dms/image/v2/C4E0BAQF080vspTnXFA/company-logo_100_100/company-logo_100_100/0/1630640203117/renault_logo?e=2147483647&v=beta&t=KRKbfzhP2KAKVq4kK12M6gwancSMnZiT5ZnrNiLPjg0,stage science des données,France
STAGE - Assistant Data Scientist - Mesures et réduction des biais des LLMs H/F,Groupe Crédit Agricole,"Montrouge, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-assistant-data-scientist-mesures-et-r%C3%A9duction-des-biais-des-llms-h-f-at-groupe-cr%C3%A9dit-agricole-4303038052,https://media.licdn.com/dms/image/v2/D4E0BAQHCIICysgJ0Zw/company-logo_100_100/B4EZm9huaDHMAQ-/0/1759821359113/credit_agricole_logo?e=2147483647&v=beta&t=PQRXQsMOqu8X0Hn2sCf10PnkZuXBJGNGrznfTSMU7n0,stage science des données,France
STAGE - Data scientist & IA (F/H),Dassault Systèmes,"Vélizy-Villacoublay, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-ia-f-h-at-dassault-syst%C3%A8mes-4315687706,https://media.licdn.com/dms/image/v2/C560BAQHroRzeNTva6Q/company-logo_100_100/company-logo_100_100/0/1631330934922?e=2147483647&v=beta&t=Y_LaLgUh3t_AY4PloiAtAbGGfEr2fGl7C4_RBhQ7Vok,stage science des données,France
STAGE – Création d'un parcours de vulgarisation en Data Science - H/F,TotalEnergies,"Pau, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/stage-%E2%80%93-cr%C3%A9ation-d-un-parcours-de-vulgarisation-en-data-science-h-f-at-totalenergies-4331143988,https://media.licdn.com/dms/image/v2/C4D0BAQGfwFj7jhhQJg/company-logo_100_100/company-logo_100_100/0/1630529979109/totalenergies_logo?e=2147483647&v=beta&t=i5JO4SHN-1X6Cq9d0csqaCRqLo3oF81TOH8goFSDfCg,stage science des données,France
Data Scientist  (H/F) | Stage,DataScientest.com,"Puteaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-h-f-stage-at-datascientest-com-4275214634,https://media.licdn.com/dms/image/v2/C4D0BAQFMY6ii33onkg/company-logo_100_100/company-logo_100_100/0/1635173541364/datascientest_logo?e=2147483647&v=beta&t=EP_8ZY-0TxSz-yvqbU_OrcipG3hjRDAJPFmBBK098sc,stage science des données,France
Data Scientist - Notoriété et Innovation (F/H) stage,AXA en France,"Nanterre, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-scientist-notori%C3%A9t%C3%A9-et-innovation-f-h-stage-at-axa-en-france-4331333431,https://media.licdn.com/dms/image/v2/D4E0BAQFbntrNbMkelA/company-logo_100_100/B4EZh6ZrVbHgAU-/0/1754400209225/axa_france_logo?e=2147483647&v=beta&t=ttDFlhaKvJCVPN-Ry8dnxBEb-cqb_sJfBGiamqjy9hg,stage science des données,France
STAGE - Data Scientist (H/F/X) - Janvier 2026,Bel,"Suresnes, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-h-f-x-janvier-2026-at-bel-4300080250,https://media.licdn.com/dms/image/v2/C4E0BAQHNijdm31HnFA/company-logo_100_100/company-logo_100_100/0/1630604799420/belcorporate_logo?e=2147483647&v=beta&t=5M7fxZJQr9Yxt3vM752ssYjh3HXsFAsP2GuiCu_FJ1U,stage science des données,France
Stage : Ingénieur Data Science AIDA,Stellantis,"Poissy, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-data-science-aida-at-stellantis-4306516569,https://media.licdn.com/dms/image/v2/C4D0BAQHURyWugU5A4g/company-logo_100_100/company-logo_100_100/0/1630577492034/stellantis_logo?e=2147483647&v=beta&t=cFDtEgXS8rw4smbXTD-xIhe18G-blHN38fuXk4a-bE4,stage science des données,France
Data Analyst/Scientist - Stage (F/H),CORUM L'Epargne,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-analyst-scientist-stage-f-h-at-corum-l-epargne-4304965956,https://media.licdn.com/dms/image/v2/D4E0BAQGfMBw7aY5YOQ/company-logo_100_100/B4EZhQxkeXHIAU-/0/1753701828865/corum_l_epargne_logo?e=2147483647&v=beta&t=Kydtg00_LOJd91cDfOMcZdmZBu2U1J3amBTy6HnxseM,stage science des données,France
Stage - Data Scientist - H/F,NAVAL GROUP,"Ollioules, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/stage-data-scientist-h-f-at-naval-group-4311444325,https://media.licdn.com/dms/image/v2/C4D0BAQEfkPHw7TltyA/company-logo_100_100/company-logo_100_100/0/1631330697662?e=2147483647&v=beta&t=88yfYWsSVCAzAVAhFdJBuh90cd9SXMQGfGDR8UrrCYE,stage science des données,France
stage chargé(e) d'étude statistique F/H,AIXIAL GROUP,"Villeurbanne, Auvergne-Rhône-Alpes, France",https://fr.linkedin.com/jobs/view/stage-charg%C3%A9-e-d-%C3%A9tude-statistique-f-h-at-aixial-group-4315912391,https://media.licdn.com/dms/image/v2/D4E0BAQGa0-rdH_Qwcw/company-logo_100_100/company-logo_100_100/0/1699616812645/aixialgroup_logo?e=2147483647&v=beta&t=gZiQXYRhNQ9czhsToT6FwpDasRTx6B4mkL4oi-R1AW0,stage science des données,France
Stage de fin d’études Consultant(e) Data Science - Marketing & Stratégie,Sia,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-de-fin-d%E2%80%99%C3%A9tudes-consultant-e-data-science-marketing-strat%C3%A9gie-at-sia-4318223722,https://media.licdn.com/dms/image/v2/D4E0BAQFV-HsSw3lYlg/company-logo_100_100/company-logo_100_100/0/1737563199089/sia_partners_logo?e=2147483647&v=beta&t=iqcL_fq4KldnQwUZgnRu_8gDwA401jRc-XQiZS0qkTI,stage science des données,France
STAGE - Ingénieur de recherche en machine learning et statistiques (F/H),Dassault Systèmes,"Vélizy-Villacoublay, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-de-recherche-en-machine-learning-et-statistiques-f-h-at-dassault-syst%C3%A8mes-4303969195,https://media.licdn.com/dms/image/v2/C560BAQHroRzeNTva6Q/company-logo_100_100/company-logo_100_100/0/1631330934922?e=2147483647&v=beta&t=Y_LaLgUh3t_AY4PloiAtAbGGfEr2fGl7C4_RBhQ7Vok,stage science des données,France
Stage - Recherche & Innovation - Evaluation Intelligence - 2026- H/F/X,L'Oréal,"St.-Ouen, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-recherche-innovation-evaluation-intelligence-2026-h-f-x-at-l-or%C3%A9al-4315728963,https://media.licdn.com/dms/image/v2/D4E0BAQFEB_g-FWxSrQ/company-logo_100_100/company-logo_100_100/0/1688397792617/loral_logo?e=2147483647&v=beta&t=uaVbqC1juHcoWguipnV67wRtYlmlKirBnL8NgSIHnyU,stage science des données,France
Stage 2026 - Data Scientist - Quantification financière des risques (H/F),Airbus,"Toulouse, Occitanie, France",https://fr.linkedin.com/jobs/view/stage-2026-data-scientist-quantification-financi%C3%A8re-des-risques-h-f-at-airbus-4313825777,https://media.licdn.com/dms/image/v2/C4D0BAQF2j_LDG_TOzg/company-logo_100_100/company-logo_100_100/0/1631375371456/airbusgroup_logo?e=2147483647&v=beta&t=EndIJG29pwq698iB4dcza3K8EFEdyvkrxhRn2q8HVgE,stage science des données,France
Analyste Data/IA - Stage (H/F),AI Builders,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/analyste-data-ia-stage-h-f-at-ai-builders-4304975376,https://media.licdn.com/dms/image/v2/C4E0BAQEmSOTVxUMMOg/company-logo_100_100/company-logo_100_100/0/1630652940554/ai_builders_logo?e=2147483647&v=beta&t=mdYXgcd1_AYvMarZnuKmduaw6B5XeVmwLleOJgEuypI,stage science des données,France
STAGE 2026 -  Stage en Machine Learning pour la détection d'anomalies de capteurs (H/F),Airbus Helicopters,"Marseille, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/stage-2026-stage-en-machine-learning-pour-la-d%C3%A9tection-d-anomalies-de-capteurs-h-f-at-airbus-helicopters-4307293369,https://media.licdn.com/dms/image/v2/C510BAQHxN-uVY-tV4A/company-logo_100_100/company-logo_100_100/0/1631400756048/airbus_helicopters_logo?e=2147483647&v=beta&t=5IOC_ekQJq2HaIIibsLB3zJRxbM9Z7NsrvyIkBCzzic,stage science des données,France
Stage de fin d'études - Ingénieur Machine Learning / Deep Learning H/F,SAGEMCOM,"Bois-Colombes, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-de-fin-d-%C3%A9tudes-ing%C3%A9nieur-machine-learning-deep-learning-h-f-at-sagemcom-4317921745,https://media.licdn.com/dms/image/v2/C4E0BAQFVf5cAXyA7xg/company-logo_100_100/company-logo_100_100/0/1630569143193/sagemcom_logo?e=2147483647&v=beta&t=-E29YaY_72NA19i3xfmq5FGtUFzdW08x9oShNK0ofH4,stage science des données,France
Stage développeur Python (H-F),CESI,"Saint-Étienne-du-Rouvray, Normandy, France",https://fr.linkedin.com/jobs/view/stage-d%C3%A9veloppeur-python-h-f-at-cesi-4308941607,https://media.licdn.com/dms/image/v2/D4E0BAQFCtXlYLH5E8w/company-logo_100_100/company-logo_100_100/0/1665571254273/cesi_officiel_logo?e=2147483647&v=beta&t=uzJDqfMM8lDHdfRKurzEMTLYQba1t1-I06ZPABG8c98,stage science des données,France
Stage - Chargé d'analyse enquêtes salarié et data sécurité des usines H/F,Stellantis,"Poissy, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-charg%C3%A9-d-analyse-enqu%C3%AAtes-salari%C3%A9-et-data-s%C3%A9curit%C3%A9-des-usines-h-f-at-stellantis-4049339013,https://media.licdn.com/dms/image/v2/C4D0BAQHURyWugU5A4g/company-logo_100_100/company-logo_100_100/0/1630577492034/stellantis_logo?e=2147483647&v=beta&t=cFDtEgXS8rw4smbXTD-xIhe18G-blHN38fuXk4a-bE4,stage science des données,France
Stage - Ingénieur.e Machine Learning - GenAI,Exotec,"Lille, Hauts-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-e-machine-learning-genai-at-exotec-4314729572,https://media.licdn.com/dms/image/v2/D4E0BAQHfyXb9B1ah-g/company-logo_100_100/B4EZVh8GwsG0AY-/0/1741104901460/exotec_logo?e=2147483647&v=beta&t=PSllo9U_oC_2YQZtSTGpMYU0nvVd6QZGXNjfylpQe9I,stage science des données,France
Stage Ingénieur Accidents Graves - Physico-chimie de l'iode dans l'enceinte de confinement et l'environnement F/H,TechnicAtome,"Aix-en-Provence, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-accidents-graves-physico-chimie-de-l-iode-dans-l-enceinte-de-confinement-et-l-environnement-f-h-at-technicatome-4312716127,https://media.licdn.com/dms/image/v2/C4E0BAQHUCoIPpjvzrA/company-logo_100_100/company-logo_100_100/0/1673856316152/technicatome_logo?e=2147483647&v=beta&t=GyivRnF5F-T5bjGNOvX9vH1739a3KcHKjnBKJnVlX4Q,stage science des données,France
STAGE - ML/IA Applications in Exploration - H/F,TotalEnergies,"Pau, Nouvelle-Aquitaine, France",https://fr.linkedin.com/jobs/view/stage-ml-ia-applications-in-exploration-h-f-at-totalenergies-4312727104,https://media.licdn.com/dms/image/v2/C4D0BAQGfwFj7jhhQJg/company-logo_100_100/company-logo_100_100/0/1630529979109/totalenergies_logo?e=2147483647&v=beta&t=i5JO4SHN-1X6Cq9d0csqaCRqLo3oF81TOH8goFSDfCg,stage science des données,France
STAGE - Assistant(e) Ingénieur Data Scientist H/F,Groupe Crédit Agricole,"Montrouge, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-assistant-e-ing%C3%A9nieur-data-scientist-h-f-at-groupe-cr%C3%A9dit-agricole-4331332391,https://media.licdn.com/dms/image/v2/D4E0BAQHCIICysgJ0Zw/company-logo_100_100/B4EZm9huaDHMAQ-/0/1759821359113/credit_agricole_logo?e=2147483647&v=beta&t=PQRXQsMOqu8X0Hn2sCf10PnkZuXBJGNGrznfTSMU7n0,stage science des données,France
stage saison hivernale - qualité,Le Domaine du Mas de Pierre,"Saint-Paul-de-Vence, Provence-Alpes-Côte d'Azur, France",https://fr.linkedin.com/jobs/view/stage-saison-hivernale-qualit%C3%A9-at-le-domaine-du-mas-de-pierre-4316327408,https://media.licdn.com/dms/image/v2/C4D0BAQHCWtdVEK5u6Q/company-logo_100_100/company-logo_100_100/0/1630536799926/relais_et_chateaux_le_mas_de_pierre_logo?e=2147483647&v=beta&t=aRb3nD1td7x4ND6g0EMWtqLkuNBpsJ5l-3jleMyR0uM,stage science des données,France
Candidature spontanée stage/apprentissage 🎓 F/H,WeMa - Calculus International,"Grand Est, France",https://fr.linkedin.com/jobs/view/candidature-spontan%C3%A9e-stage-apprentissage-%F0%9F%8E%93-f-h-at-wema-calculus-international-4229813979,https://media.licdn.com/dms/image/v2/C4D0BAQHCJ8u2ARJVbg/company-logo_100_100/company-logo_100_100/0/1630544781614/calculus_international_logo?e=2147483647&v=beta&t=kc5K8MPcuzMAKcpW1ELXpT2ya28bJUnk_hDaVe6Eibg,stage science des données,France
Stage - Data Engineer F/H,VISEO,"Toulouse, Occitanie, France",https://fr.linkedin.com/jobs/view/stage-data-engineer-f-h-at-viseo-4316973432,https://media.licdn.com/dms/image/v2/D4E0BAQH5QJs6yIaC8g/company-logo_100_100/B4EZme5WvTHgAQ-/0/1759307459886/viseo_logo?e=2147483647&v=beta&t=JApHa2mtUjNiH78ze5WAoyXmMbiswjoywmkZJhaqOlk,stage ingénieur data,France
Stage - Data Engineer (H/F/X),BforBank,Greater Paris Metropolitan Region,https://fr.linkedin.com/jobs/view/stage-data-engineer-h-f-x-at-bforbank-4331133486,https://media.licdn.com/dms/image/v2/D4E0BAQGL8e0ZdQrNIA/company-logo_100_100/company-logo_100_100/0/1736756340668/bforbank_logo?e=2147483647&v=beta&t=IOxIBE6Rj1-u-_sO8pZ-GktG1dB-RLR2ACbIlX0td50,stage ingénieur data,France
Stage Ingénieur Data et Business Intelligence/Analytics - F/H,GIVENCHY,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-data-et-business-intelligence-analytics-f-h-at-givenchy-4264224603,https://media.licdn.com/dms/image/v2/C4D0BAQFoIhfjluHvXw/company-logo_100_100/company-logo_100_100/0/1630552528502/givenchy_logo?e=2147483647&v=beta&t=S4pi0xLxcvf3EIG2Ud0ni_XBM7U1dVfkdR3M2ffHHmM,stage ingénieur data,France
Stage Data Engineer H/F,Devoteam Data Driven,"Nantes, Pays de la Loire, France",https://fr.linkedin.com/jobs/view/stage-data-engineer-h-f-at-devoteam-data-driven-4317775449,https://media.licdn.com/dms/image/v2/C4E0BAQEixXhx64IB4w/company-logo_100_100/company-logo_100_100/0/1663579177793/ysance_logo?e=2147483647&v=beta&t=bTGxtEw3mhpcE7AMqhYdf5pX-A1iwq-mO4-_QG_IqJE,stage ingénieur data,France
Data Engineer H/F - Alternance 2025,Converteo,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-engineer-h-f-alternance-2025-at-converteo-3975020701,https://media.licdn.com/dms/image/v2/D560BAQGXw6L38U-7aw/company-logo_100_100/company-logo_100_100/0/1715678338568/converteo_logo?e=2147483647&v=beta&t=AR2kRsxukHaUyT54q2oMZvrKtaK4hw336F0ETUzrRdE,stage ingénieur data,France
Stage de pré-embauche - DATA/AI Engineer F/H,SQLI,"Le Grand-Quevilly, Normandy, France",https://fr.linkedin.com/jobs/view/stage-de-pr%C3%A9-embauche-data-ai-engineer-f-h-at-sqli-4315405004,https://media.licdn.com/dms/image/v2/D4E0BAQEqjnRzMNaX5g/company-logo_100_100/B4EZUnhpTTH0AU-/0/1740124886600/sqli_logo?e=2147483647&v=beta&t=Zd9HBtKaGXCNwWIIJzyKQAmkqz5Ne7lBi1_hRvm2gK4,stage ingénieur data,France
Stage data Analytics Engineer,The Bradery,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-analytics-engineer-at-the-bradery-4314416525,https://media.licdn.com/dms/image/v2/C4D0BAQHtR2-7V9hrpQ/company-logo_100_100/company-logo_100_100/0/1630574354343/the_bradery_logo?e=2147483647&v=beta&t=2MKYRQnT8CZx_u3EcjVcdS6BUhNgjRMRVOW_42NY0Vo,stage ingénieur data,France
[STAGE] - DATA Engineer F/H,SOCOTEC,"Palaiseau, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-engineer-f-h-at-socotec-4116582667,https://media.licdn.com/dms/image/v2/C560BAQGf8uzRAAZS5w/company-logo_100_100/company-logo_100_100/0/1631333589236?e=2147483647&v=beta&t=a4J3QjOv68M_7HGX654MC29EiGKNdVZn0V2jFJK8jcw,stage ingénieur data,France
Stagiaire Data Analyst - F/H,GazelEnergie,"Courbevoie, Île-de-France, France",https://fr.linkedin.com/jobs/view/stagiaire-data-analyst-f-h-at-gazelenergie-4313360336,https://media.licdn.com/dms/image/v2/D4E0BAQHJtIfODbeLRQ/company-logo_100_100/B4EZmpJwL9IwAQ-/0/1759479530643/gazelenergie_logo?e=2147483647&v=beta&t=43z3OSa2lM_ngGp8I64R5DR0eKwwBOZmFYH4nuzlTVI,stage ingénieur data,France
Data Engineer   (H/F) | Stage,DataScientest.com,"Puteaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/data-engineer-h-f-stage-at-datascientest-com-4208255152,https://media.licdn.com/dms/image/v2/C4D0BAQFMY6ii33onkg/company-logo_100_100/company-logo_100_100/0/1635173541364/datascientest_logo?e=2147483647&v=beta&t=EP_8ZY-0TxSz-yvqbU_OrcipG3hjRDAJPFmBBK098sc,stage ingénieur data,France
Stage - ingénieur Data  H/F,Groupe BPCE,"Charenton-le-Pont, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-data-h-f-at-groupe-bpce-4185680454,https://media.licdn.com/dms/image/v2/D4E0BAQFg8uj8Gh_7GA/company-logo_100_100/B4EZd5sfYlHIAQ-/0/1750093399817/bpce_logo?e=2147483647&v=beta&t=pSvLkZTwJ1LlBpiP7eO5m3AGqTNdAdlkEqGilm38ioc,stage ingénieur data,France
STAGE : Data Analysis,Stellantis,"Poissy, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-analysis-at-stellantis-4311457059,https://media.licdn.com/dms/image/v2/C4D0BAQHURyWugU5A4g/company-logo_100_100/company-logo_100_100/0/1630577492034/stellantis_logo?e=2147483647&v=beta&t=cFDtEgXS8rw4smbXTD-xIhe18G-blHN38fuXk4a-bE4,stage ingénieur data,France
Stage - Data Explorer – DSI Data H/F/X – Janvier/Février 2026,CHANEL,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-explorer-%E2%80%93-dsi-data-h-f-x-%E2%80%93-janvier-f%C3%A9vrier-2026-at-chanel-4314062783,https://media.licdn.com/dms/image/v2/D4E0BAQG8McncY68a0g/company-logo_100_100/company-logo_100_100/0/1729097379577?e=2147483647&v=beta&t=Y0RdERS2w4KwoixwmgBabzXW8TrZZMSQRkSt84_VRqk,stage ingénieur data,France
Stage : Ingénieur Data Analyst,Stellantis,"Poissy, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-data-analyst-at-stellantis-4306547744,https://media.licdn.com/dms/image/v2/C4D0BAQHURyWugU5A4g/company-logo_100_100/company-logo_100_100/0/1630577492034/stellantis_logo?e=2147483647&v=beta&t=cFDtEgXS8rw4smbXTD-xIhe18G-blHN38fuXk4a-bE4,stage ingénieur data,France
Stage - Data & Intelligence Artificielle,Nobori Partners,"Paris, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-data-intelligence-artificielle-at-nobori-partners-4307041396,https://media.licdn.com/dms/image/v2/C560BAQF5gWyqdU9FMw/company-logo_100_100/company-logo_100_100/0/1641573960350/nobori_partners_logo?e=2147483647&v=beta&t=px-FeckdgOOvS-tH1YWLKXQyqGjMHxouOEVFFqVxILQ,stage ingénieur data,France
Stage - Consultante/Consultant Data Engineer - Paris,Capgemini Invent,"Issy-les-Moulineaux, Île-de-France, France",https://fr.linkedin.com/jobs/view/stage-consultante-consultant-data-engineer-paris-at-capgemini-invent-4309643405,https://media.licdn.com/dms/image/v2/D4D0BAQFVUYBtaPbwFQ/company-logo_100_100/company-logo_100_100/0/1688535773915/capgemini_invent_logo?e=2147483647&v=beta&t=eeibRYDqjTcchW2DxmjiTqRCjxaxhEkrMguF3kM0JwI,stage ingénieur data,France
Stagiaire Data et BI H/F/X,Eurofins,"Nantes, Pays de la Loire, France",https://fr.linkedin.com/jobs/view/stagiaire-data-et-bi-h-f-x-at-eurofins-4312099440,https://media.licdn.com/dms/image/v2/C4D0BAQFnNOoDrwfW6A/company-logo_100_100/company-logo_100_100/0/1630540114523/eurofins_logo?e=2147483647&v=beta&t=YmAUdo_wjfnFDQerIYzNSukvGQH0MB4fgGIuolHWNc8,stage ingénieur data,France
